stage,trial,metric_scope,prediction_horizon_min,test_rows,target_mean,mae,relative_mae,r2,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda
optuna,13,validation,90.0,9989,0.23830317805463633,0.04378578693555021,0.1837398363420539,0.8855843607443087,800,10,0.01458945422899899,0.95,0.75,1,1.0,2.0
optuna,13,validation,120.0,9948,0.24625713515464295,0.05069206333165682,0.2058501301894199,0.8719447435704322,800,10,0.01458945422899899,0.95,0.75,1,1.0,2.0
optuna,14,validation,5.0,10033,0.24673761397355856,0.014345016335062459,0.05813874951631708,0.9722156912230667,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,10.0,10226,0.24492056776600468,0.018600375168661074,0.07594452086372647,0.9515573208012323,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,15.0,10050,0.24787172644001382,0.019377185346466895,0.07817424611013983,0.9597603081143306,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,20.0,10014,0.24464012772246985,0.021004943642538746,0.08586058157379499,0.9556811009230995,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,30.0,10182,0.24292622524049884,0.025572911973643423,0.10527028091893349,0.9414404177956736,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,45.0,10105,0.24047493207258544,0.03027750820290458,0.12590712862231127,0.9264550181094738,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,60.0,10084,0.24538690556167989,0.036218367869101695,0.14759698683268951,0.9098048445779963,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,90.0,9989,0.23830317805463633,0.04388366616033458,0.18415057037247431,0.8869498547734882,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,14,validation,120.0,9948,0.24625713515464295,0.050707570059333976,0.20591309984781136,0.8730871118046047,1200,8,0.00977322389481531,0.8,0.8,12,1.0,1.0
optuna,15,validation,5.0,10033,0.24673761397355856,0.015698300782312685,0.06362346028034048,0.9720009870642932,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,15,validation,10.0,10226,0.24492056776600468,0.019779199608056085,0.08075760965470645,0.9507251761474272,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,15,validation,15.0,10050,0.24787172644001382,0.020328997006732998,0.0820141824914941,0.9595362882931947,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
optuna,15,validation,20.0,10014,0.24464012772246985,0.021975506091518892,0.08982788840123906,0.954722292881872,1200,6,0.009438645681454236,0.7,0.75,12,0.1,0.5
