split,features,rows,train_rows,test_rows,target,mae,r2,elapsed_seconds,cutoff_time,train_start,train_end,test_start,test_end
random_75_25,11,355750,266812,88938,occupancy_rate,0.12337787553362753,0.5511967407578799,1.5063278000015998,,,,,
time_unique_80_20,11,355750,284558,71192,occupancy_rate,0.13048870251217815,0.49714068726280924,1.3816587999972398,2023-01-23T19:05:00,2022-09-01T00:00:00,2023-01-23T19:00:00,2023-01-23T19:05:00,2023-02-28T23:55:00
