stage,trial,metric_scope,prediction_horizon_min,test_rows,target_mean,mae,relative_mae,r2,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda
stage1,19,validation,15.0,10050,0.24787172644001382,0.020736494202869785,0.0836581666682671,0.9585929435145033,300,6,0.02,0.85,0.85,5,0.01,5.0
stage1,19,validation,20.0,10014,0.24464012772246985,0.022254302210919848,0.09096750569132335,0.9537287713003764,300,6,0.02,0.85,0.85,5,0.01,5.0
stage1,19,validation,30.0,10182,0.24292622524049884,0.026657913069288636,0.10973666199644397,0.940935599318549,300,6,0.02,0.85,0.85,5,0.01,5.0
stage1,19,validation,45.0,10105,0.24047493207258544,0.031137224350481506,0.12948220457790996,0.9237932363536019,300,6,0.02,0.85,0.85,5,0.01,5.0
stage1,19,validation,60.0,10084,0.24538690556167989,0.03711466256046707,0.15124956433805312,0.9072953497269073,300,6,0.02,0.85,0.85,5,0.01,5.0
stage1,19,validation,90.0,9989,0.23830317805463633,0.0448059852023481,0.18802093017859514,0.8844362236064696,300,6,0.02,0.85,0.85,5,0.01,5.0
stage1,19,validation,120.0,9948,0.24625713515464295,0.050945229638046284,0.20687818692463075,0.8706799174634936,300,6,0.02,0.85,0.85,5,0.01,5.0
stage1,20,validation,5.0,10033,0.24673761397355856,0.01925111191363201,0.07802260710722056,0.9685441918307987,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,10.0,10226,0.24492056776600468,0.02318640907247654,0.0946690973484459,0.9486379327248745,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,15.0,10050,0.24787172644001382,0.023748402519802578,0.09580924319559217,0.9559245937346781,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,20.0,10014,0.24464012772246985,0.02479073125922075,0.10133550652550512,0.9521029446877748,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,30.0,10182,0.24292622524049884,0.028482443079634292,0.1172472961757688,0.9389580105024415,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,45.0,10105,0.24047493207258544,0.03220231495788639,0.1339113174098595,0.9209405566916092,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,60.0,10084,0.24538690556167989,0.03786403330730979,0.15430339781432376,0.9051376350985934,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,90.0,9989,0.23830317805463633,0.04459507845634015,0.18713589478909817,0.8814581370647204,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,20,validation,120.0,9948,0.24625713515464295,0.0499676424216126,0.20290840462443552,0.8652956014464581,1200,3,0.01,1.0,1.0,5,0.01,1.0
stage1,21,validation,5.0,10033,0.24673761397355856,0.017240284605006075,0.06987294854384714,0.9708312067135519,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,10.0,10226,0.24492056776600468,0.021668580921328444,0.08847187118245801,0.9488741571641479,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,15.0,10050,0.24787172644001382,0.022282423904628146,0.08989498005542235,0.9570847937882649,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,20.0,10014,0.24464012772246985,0.02330287399625527,0.09525368635635705,0.9530433184728263,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,30.0,10182,0.24292622524049884,0.027287129453993204,0.11232681620512044,0.9399924181473754,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,45.0,10105,0.24047493207258544,0.031848501969370786,0.13244000817414753,0.9218041783775813,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,60.0,10084,0.24538690556167989,0.03781081302844129,0.15408651468950224,0.9056717082000475,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,90.0,9989,0.23830317805463633,0.04534789454717947,0.19029496340490454,0.8821641654149669,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,21,validation,120.0,9948,0.24625713515464295,0.05125202954079849,0.20812403875572405,0.8699209732083574,300,4,0.08,0.85,0.7,5,0.1,3.0
stage1,22,validation,5.0,10033,0.24673761397355856,0.0164710882675388,0.06675548167254268,0.9701702589183084,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,10.0,10226,0.24492056776600468,0.02124502111927601,0.08674249497728319,0.9476109828890026,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,15.0,10050,0.24787172644001382,0.021731185587913458,0.08767109464246424,0.9559478416583047,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,20.0,10014,0.24464012772246985,0.022922106158396013,0.09369724571268956,0.9521302356864819,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,30.0,10182,0.24292622524049884,0.02717763035654559,0.11187606578762554,0.9384770270314857,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,45.0,10105,0.24047493207258544,0.03175131919007927,0.1320358796504219,0.9217449496787811,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,60.0,10084,0.24538690556167989,0.03784449946674907,0.15422379356439034,0.9056743844655786,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,90.0,9989,0.23830317805463633,0.04533890459180816,0.19025723853927454,0.8812508873038201,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,22,validation,120.0,9948,0.24625713515464295,0.05139057157582387,0.20868662970334628,0.8713751533335837,1200,4,0.04,1.0,0.7,3,0.01,1.0
stage1,23,validation,5.0,10033,0.24673761397355856,0.0172716704006148,0.0700001516690751,0.9707403422152028,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,10.0,10226,0.24492056776600468,0.02154094408386818,0.08795073553989242,0.9498452607261625,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,15.0,10050,0.24787172644001382,0.022257177692361692,0.0897931281313282,0.9578160578321069,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,20.0,10014,0.24464012772246985,0.023264628501274903,0.09509735266189562,0.9536662782424912,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,30.0,10182,0.24292622524049884,0.02753674335014947,0.11335434584260255,0.9403178462853414,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,45.0,10105,0.24047493207258544,0.031815890695130085,0.13230439622507809,0.9229553962105433,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,60.0,10084,0.24538690556167989,0.03791722816896312,0.15452017735898435,0.9061485106052541,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,90.0,9989,0.23830317805463633,0.0451478795457448,0.1894556334258943,0.8830719287805641,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,23,validation,120.0,9948,0.24625713515464295,0.05144316081213998,0.2089001838660839,0.8704848572925827,800,3,0.08,0.85,1.0,5,1.0,5.0
stage1,24,validation,5.0,10033,0.24673761397355856,0.014960359779216436,0.06063266778943421,0.9700290092591439,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,10.0,10226,0.24492056776600468,0.019423368233585814,0.07930476566648643,0.9483598194307472,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,15.0,10050,0.24787172644001382,0.020100327093348615,0.08109164922532217,0.9567873991129475,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,20.0,10014,0.24464012772246985,0.021497203292772,0.0878727602577094,0.9536240323553715,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,30.0,10182,0.24292622524049884,0.025919705986289395,0.10669785018323438,0.9390759754690182,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,45.0,10105,0.24047493207258544,0.03067216025321491,0.12754826454824308,0.9239101430288498,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,60.0,10084,0.24538690556167989,0.036427046247580655,0.1484473923504628,0.9083112766563726,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,90.0,9989,0.23830317805463633,0.04427498862230063,0.18579269057062092,0.8836014319094646,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,24,validation,120.0,9948,0.24625713515464295,0.05124369527670332,0.20809019500906495,0.8703371689088141,800,8,0.02,1.0,0.7,1,0.0,1.0
stage1,25,validation,5.0,10033,0.24673761397355856,0.01616883459244943,0.06553048127547408,0.9715823088853394,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,10.0,10226,0.24492056776600468,0.020693441037077782,0.08449041754977533,0.9507684619924508,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,15.0,10050,0.24787172644001382,0.021573834171344546,0.08703628478000504,0.9572405834173052,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,20.0,10014,0.24464012772246985,0.02274246029483842,0.09296291866164505,0.9543112659313832,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,30.0,10182,0.24292622524049884,0.026578742586595504,0.10941075859669883,0.9417295661579654,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,45.0,10105,0.24047493207258544,0.030880856989456272,0.12841611690375748,0.9249693965689467,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,60.0,10084,0.24538690556167989,0.03685944536884203,0.15020950398503283,0.9084993653698998,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,90.0,9989,0.23830317805463633,0.04434183108808897,0.18607318395864036,0.885820707839814,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,25,validation,120.0,9948,0.24625713515464295,0.050604373899608306,0.2054940412907431,0.8719065651579889,300,5,0.04,1.0,1.0,10,0.1,5.0
stage1,26,validation,5.0,10033,0.24673761397355856,0.015071400957895421,0.061082705288341387,0.9709007951347741,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,10.0,10226,0.24492056776600468,0.019589288546212943,0.07998221106905323,0.9489891604407654,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,15.0,10050,0.24787172644001382,0.020306121172326386,0.08192189348889119,0.9577348946481503,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,20.0,10014,0.24464012772246985,0.021569529797691767,0.08816840474413568,0.9555551914724585,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,30.0,10182,0.24292622524049884,0.026151603188603097,0.10765244947396194,0.9401880170257841,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,45.0,10105,0.24047493207258544,0.030839305410476196,0.12824332725528162,0.925290730608868,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,60.0,10084,0.24538690556167989,0.036588950345227376,0.14910718345576293,0.9076369801927985,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,90.0,9989,0.23830317805463633,0.044285727321762246,0.1858377537525276,0.884619830684736,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,26,validation,120.0,9948,0.24625713515464295,0.05147702406420659,0.20903769562607954,0.8693338533459002,500,8,0.08,1.0,1.0,10,0.01,10.0
stage1,27,validation,5.0,10033,0.24673761397355856,0.014767002619799562,0.05984901281156936,0.9701958214483045,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,10.0,10226,0.24492056776600468,0.019170545346756104,0.07827250084227921,0.9487615516708688,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,15.0,10050,0.24787172644001382,0.020417618468917466,0.08237171202282577,0.9564725506272655,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,20.0,10014,0.24464012772246985,0.02142070184462152,0.08756005011950481,0.9540269911048509,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,30.0,10182,0.24292622524049884,0.02599220904632151,0.10699630729695414,0.9387885790690472,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,45.0,10105,0.24047493207258544,0.03069429325770143,0.1276403032663571,0.9240326414815592,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,60.0,10084,0.24538690556167989,0.03651551572305478,0.14880792289821806,0.9075808161888868,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,90.0,9989,0.23830317805463633,0.04430199892783025,0.185906034864852,0.8839990382684201,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,27,validation,120.0,9948,0.24625713515464295,0.05172421028336057,0.2100414684467077,0.8700399642598997,1200,8,0.02,1.0,0.7,5,0.0,3.0
stage1,28,validation,5.0,10033,0.24673761397355856,0.01837878017479577,0.07448714396972857,0.9700131340271143,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,10.0,10226,0.24492056776600468,0.021836070319907596,0.089155723094557,0.9507619388059918,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,15.0,10050,0.24787172644001382,0.022335590496786174,0.09010947241774869,0.9585387240105422,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,20.0,10014,0.24464012772246985,0.02356440687837793,0.09632273780166757,0.9536985757484343,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,30.0,10182,0.24292622524049884,0.027658886479423713,0.11385714511490558,0.9407061014683633,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,45.0,10105,0.24047493207258544,0.031501575279857516,0.1309973351831492,0.9233148887556665,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,60.0,10084,0.24538690556167989,0.03746489048001172,0.15267681213166703,0.9066009736297764,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,90.0,9989,0.23830317805463633,0.044692128309551764,0.18754314849844383,0.8842290717425911,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,28,validation,120.0,9948,0.24625713515464295,0.05043344133401349,0.20479991900475342,0.8684075913027485,800,4,0.01,0.85,0.7,5,1.0,10.0
stage1,29,validation,5.0,10033,0.24673761397355856,0.014743212453771257,0.059752593924942476,0.9713250635253929,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,10.0,10226,0.24492056776600468,0.01945572747116252,0.07943688702269538,0.9494862345426269,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,15.0,10050,0.24787172644001382,0.020516938525045332,0.08277240337054147,0.9564176072429295,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,20.0,10014,0.24464012772246985,0.021677321307443483,0.08860901729104376,0.9545638435618585,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,30.0,10182,0.24292622524049884,0.02575007343404824,0.10599956183633721,0.9404468616535386,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,45.0,10105,0.24047493207258544,0.030970685531600862,0.12878966329119332,0.9249283883335246,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,60.0,10084,0.24538690556167989,0.03711306341795582,0.15124304751716738,0.9074628424364843,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,90.0,9989,0.23830317805463633,0.04484572648542749,0.18818769792128248,0.8833891853496262,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,29,validation,120.0,9948,0.24625713515464295,0.05158063247789281,0.20945842826239955,0.8720945990004623,500,6,0.08,0.7,1.0,5,1.0,10.0
stage1,30,validation,5.0,10033,0.24673761397355856,0.019007376704092707,0.07703477551715977,0.9698962557789217,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,10.0,10226,0.24492056776600468,0.022882198705324205,0.09342701968250249,0.9498555704749837,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,15.0,10050,0.24787172644001382,0.02334279232211395,0.0941728718211152,0.957958366200363,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,20.0,10014,0.24464012772246985,0.024559135128911037,0.10038882564994392,0.9533170630177557,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,30.0,10182,0.24292622524049884,0.02818513596948659,0.11602343856281093,0.9403130937779564,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,45.0,10105,0.24047493207258544,0.03206183562944454,0.1333271428880867,0.9224159855974489,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,60.0,10084,0.24538690556167989,0.03763782494062409,0.1533815541398705,0.9055995124746307,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,90.0,9989,0.23830317805463633,0.04442391670037692,0.1864176426979574,0.8824449989571777,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,30,validation,120.0,9948,0.24625713515464295,0.050034989722315716,0.20318188827663844,0.8666588139774913,800,3,0.02,0.7,1.0,3,0.1,5.0
stage1,31,validation,5.0,10033,0.24673761397355856,0.01752047356896628,0.07100852313033977,0.9708343674858501,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,10.0,10226,0.24492056776600468,0.021611338190662487,0.0882381516088506,0.9504853062736207,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,15.0,10050,0.24787172644001382,0.022346016689152717,0.09015153527225932,0.9576337331591619,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,20.0,10014,0.24464012772246985,0.02335616064015667,0.09547150280534882,0.9538735861449378,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,30.0,10182,0.24292622524049884,0.02738341342174693,0.11272316685708651,0.9408565958343189,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,45.0,10105,0.24047493207258544,0.031628269064640537,0.13152418338179964,0.9229901186632322,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,60.0,10084,0.24538690556167989,0.03750389692806394,0.15283577109470925,0.9064721975829658,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,90.0,9989,0.23830317805463633,0.04489182279152446,0.1883811334703728,0.8836210573924473,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,31,validation,120.0,9948,0.24625713515464295,0.05061509895973719,0.20553759357247559,0.8695637629115761,800,4,0.02,0.85,0.85,1,0.0,10.0
stage1,32,validation,5.0,10033,0.24673761397355856,0.016986264741996528,0.0688434344016022,0.9712595871108525,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,10.0,10226,0.24492056776600468,0.021656927408871558,0.08842429039917313,0.9487836106580341,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,15.0,10050,0.24787172644001382,0.022233624826014015,0.08969810774846344,0.9570034417282751,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,20.0,10014,0.24464012772246985,0.02329561134755523,0.09522399928593382,0.953102829125451,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,30.0,10182,0.24292622524049884,0.027264508383299087,0.11223369710827645,0.9396829881399495,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,45.0,10105,0.24047493207258544,0.031658028952189776,0.13164793801723187,0.9227259361985637,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,60.0,10084,0.24538690556167989,0.03733655140014117,0.15215380508865964,0.9074930219671599,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,90.0,9989,0.23830317805463633,0.04499788947467946,0.18882622482005965,0.8831224184055827,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,32,validation,120.0,9948,0.24625713515464295,0.05124387147217352,0.20809091050293316,0.8701596919084731,500,4,0.06,0.7,0.7,1,0.1,3.0
stage1,33,validation,5.0,10033,0.24673761397355856,0.017680793426452717,0.07165828161225335,0.9706118619181023,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,10.0,10226,0.24492056776600468,0.021614373839725642,0.08825054603162548,0.950624155678325,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,15.0,10050,0.24787172644001382,0.02245848717114284,0.09060527997160621,0.9572199483942956,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,20.0,10014,0.24464012772246985,0.023284380516374607,0.09517809172659278,0.9539543110652536,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,30.0,10182,0.24292622524049884,0.027269310400259063,0.11225346449631873,0.9407783210529184,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,45.0,10105,0.24047493207258544,0.031655461030492715,0.13163725947508645,0.9231670924280609,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,60.0,10084,0.24538690556167989,0.037422656240154784,0.15250469928090074,0.9063582647992221,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,90.0,9989,0.23830317805463633,0.044734553058101284,0.18772117696157997,0.8836446690673098,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,33,validation,120.0,9948,0.24625713515464295,0.05021725301527787,0.2039220223354859,0.8693825308289667,300,4,0.04,0.85,1.0,5,1.0,1.0
stage1,34,validation,5.0,10033,0.24673761397355856,0.015944171498664166,0.06461994684107146,0.9710910604786444,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,10.0,10226,0.24492056776600468,0.020009057306947842,0.08169610861781257,0.9496230375247972,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,15.0,10050,0.24787172644001382,0.020616283317148175,0.08317319451170813,0.9583577654390226,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,20.0,10014,0.24464012772246985,0.022211902060304167,0.09079418927340609,0.9536261476796406,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,30.0,10182,0.24292622524049884,0.02654837573166637,0.1092857541641841,0.9403965173470993,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,45.0,10105,0.24047493207258544,0.03097908015127224,0.12882457179329382,0.9236651744612697,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,60.0,10084,0.24538690556167989,0.03701527030039119,0.1508445212904285,0.9072331480761717,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,90.0,9989,0.23830317805463633,0.04459597366246759,0.18713965137402813,0.88473494458962,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,34,validation,120.0,9948,0.24625713515464295,0.05087630096666155,0.2065982816486214,0.8713703444727161,800,6,0.01,0.85,0.7,3,0.01,3.0
stage1,35,validation,5.0,10033,0.24673761397355856,0.015042742078184821,0.06096655404877533,0.9707889106848343,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,10.0,10226,0.24492056776600468,0.01982170695609385,0.0809311653034847,0.9490835774817389,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,15.0,10050,0.24787172644001382,0.020725903459033045,0.08361543995639541,0.956325719800822,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,20.0,10014,0.24464012772246985,0.02223222203762153,0.09087724996139107,0.9541397848127413,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,30.0,10182,0.24292622524049884,0.02631994815737429,0.10834543751427965,0.9404371903487816,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,45.0,10105,0.24047493207258544,0.030718728356972456,0.12774191510198765,0.925828408729367,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,60.0,10084,0.24538690556167989,0.03673115082371089,0.14968667842986524,0.9087320498466289,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,90.0,9989,0.23830317805463633,0.044565748339018905,0.18701281578712817,0.8848849057398898,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,35,validation,120.0,9948,0.24625713515464295,0.05127010476298442,0.2081974385464533,0.8724891347797492,500,6,0.08,1.0,1.0,10,0.1,10.0
stage1,36,validation,5.0,10033,0.24673761397355856,0.014714094607256681,0.059634582544165746,0.970875007336643,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,10.0,10226,0.24492056776600468,0.01904023370179179,0.0777404440772924,0.9493918995903514,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,15.0,10050,0.24787172644001382,0.020123739740880452,0.08118610391714239,0.9568008948476698,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,20.0,10014,0.24464012772246985,0.02140245565202935,0.08748546631037246,0.9537621354264563,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,30.0,10182,0.24292622524049884,0.02586271253424652,0.10646323800010574,0.9397800089100752,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,45.0,10105,0.24047493207258544,0.030631912353187355,0.12738089616734502,0.9244040196901555,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,60.0,10084,0.24538690556167989,0.03646929020142494,0.14861954478764192,0.9076853697721925,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,90.0,9989,0.23830317805463633,0.04411045440741325,0.18510224986298732,0.8837451854325712,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,36,validation,120.0,9948,0.24625713515464295,0.050764403206879374,0.20614388766847577,0.8711122848872881,500,8,0.02,1.0,1.0,5,0.0,5.0
stage1,37,validation,5.0,10033,0.24673761397355856,0.015896031047377482,0.06442483896711819,0.9686901737899786,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,10.0,10226,0.24492056776600468,0.020344354896110348,0.08306511405586482,0.9465180665959242,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,15.0,10050,0.24787172644001382,0.02171356448518002,0.08760000503903703,0.9532288833567765,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,20.0,10014,0.24464012772246985,0.022458646727408025,0.09180279186612454,0.9532874346942943,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,30.0,10182,0.24292622524049884,0.027185100805379735,0.11190681771169941,0.9369036708858639,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,45.0,10105,0.24047493207258544,0.03164966247852004,0.13161314655852294,0.9226768943303916,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,60.0,10084,0.24538690556167989,0.036705585306281284,0.1495824939079932,0.9068417891108027,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,90.0,9989,0.23830317805463633,0.044894551183843535,0.18839258271893652,0.8820938583182047,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,37,validation,120.0,9948,0.24625713515464295,0.052394022162200224,0.2127614378738637,0.864387983458706,800,8,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,5.0,10033,0.24673761397355856,0.015526143920548106,0.06292572774174574,0.970347168890129,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,10.0,10226,0.24492056776600468,0.01998836577341788,0.08161162598853118,0.9483202983128232,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,15.0,10050,0.24787172644001382,0.020517027129256495,0.08277276083047623,0.9564873506151853,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,20.0,10014,0.24464012772246985,0.022021463563401376,0.09001574585663828,0.9535811419330602,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,30.0,10182,0.24292622524049884,0.026150397794160007,0.1076474874965472,0.939866039279589,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,45.0,10105,0.24047493207258544,0.030908621159947598,0.12853157247433208,0.9244934247400078,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,60.0,10084,0.24538690556167989,0.03705887589814328,0.15102222269487908,0.9077353288204932,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,90.0,9989,0.23830317805463633,0.044841897737308324,0.18817163121100852,0.8830253631515182,300,6,0.08,0.85,0.85,1,0.01,3.0
stage1,38,validation,120.0,9948,0.24625713515464295,0.05151108392943552,0.2091760057920268,0.8702954285689726,300,6,0.08,0.85,0.85,1,0.01,3.0
