split,features,rows,train_rows,test_rows,target,mae,r2,elapsed_seconds,cutoff_time,train_start,train_end,test_start,test_end
random_75_25,12,355750,266812,88938,occupancy_rate,0.12458335758811669,0.54716109582607,1.6743784999998752,,,,,
time_unique_80_20,12,355750,284558,71192,occupancy_rate,0.13154478198523523,0.49291447739911776,1.15886319999845,2023-01-23T19:05:00,2022-09-01T00:00:00,2023-01-23T19:00:00,2023-01-23T19:05:00,2023-02-28T23:55:00
